date,daily_pubs,core_count,award_count,funder_count,avg_num_keywords,core_share,award_share,funder_share,daily_pubs_7d_avg,daily_pubs_14d_avg,daily_pubs_30d_avg,core_count_7d_avg,core_count_14d_avg,core_count_30d_avg,award_count_7d_avg,award_count_14d_avg,award_count_30d_avg,funder_count_7d_avg,funder_count_14d_avg,funder_count_30d_avg,avg_num_keywords_7d_avg,avg_num_keywords_14d_avg,avg_num_keywords_30d_avg,daily_pubs_growth_1d,daily_pubs_growth_7d,daily_pubs_growth_14d,daily_pubs_zscore_30d,unique_keywords,keyword_entropy,total_keyword_mentions,top10_keyword_mentions,top10_keyword_concentration,unique_keywords_7d_avg,keyword_entropy_7d_avg,new_keyword_count,new_keyword_share,new_keyword_count_14d_avg,unique_subfields,subfield_entropy,dominant_subfield_share,dominant_subfield_changed,kw_count__biochemistry,kw_count__biology,kw_count__cancer-research,kw_count__cell-biology,kw_count__chemistry,kw_count__gene,kw_count__genetics,kw_count__internal-medicine,kw_count__medicine,kw_count__pharmacology,sf_count__1306.0,sf_count__1307.0,sf_count__1311.0,sf_count__1312.0,sf_count__1313.0,sf_count__3003.0,sf_count__3004.0,sf_count__3005.0
2021-12-01,660,594,316,380,12.533333333333333,0.9,0.47878787878787876,0.5757575757575758,234.14285714285714,196.92857142857142,171.96666666666667,213.14285714285714,183.64285714285714,162.33333333333334,119.57142857142857,103.42857142857143,93.63333333333334,146.57142857142858,126.0,113.13333333333334,13.160297026989573,13.197343277514916,13.221724140843659,1.5384615384615383,2.1132075471698113,2.0697674418604652,4.449574650807276,2343,6.344545501314421,8272,2067.0,0.24987911025145068,1127.142857142857,5.9741717356526225,38.0,0.01621852326077678,9.142857142857142,16,1.8046575493855583,0.4636363636363636,0,189.0,436.0,87.0,124.0,211.0,234.0,209.0,182.0,307.0,88.0,47,22,56,306,15,35,118,23
2021-12-02,214,209,122,155,13.649532710280374,0.9766355140186916,0.5700934579439252,0.7242990654205608,235.0,198.28571428571428,173.86666666666667,215.57142857142858,185.07142857142858,164.33333333333334,121.14285714285714,103.85714285714286,94.4,148.71428571428572,126.78571428571429,114.36666666666666,13.246219282304352,13.19355532092322,13.239128946685277,-0.6757575757575758,0.028846153846153744,0.09743589743589753,0.3651849184589367,1192,6.123141432074812,2921,682.0,0.23348168435467306,1130.4285714285713,5.969740885012198,17.0,0.014261744966442953,9.142857142857142,14,1.7728609681710112,0.5093457943925234,0,80.0,153.0,22.0,47.0,93.0,72.0,67.0,40.0,75.0,33.0,17,9,17,109,10,18,18,4
2021-12-03,137,135,83,95,13.364963503649635,0.9854014598540146,0.6058394160583942,0.6934306569343066,228.28571428571428,193.14285714285714,171.9,210.42857142857142,180.07142857142858,162.56666666666666,118.85714285714286,101.35714285714286,93.76666666666667,145.57142857142858,123.57142857142857,113.16666666666667,13.26108984493753,13.182371921149732,13.240580111092646,-0.3598130841121495,-0.2554347826086957,-0.3444976076555024,-0.3172357185976044,880,6.0050582858583255,1831,422.0,0.2304751501911524,1114.0,5.978967596723051,8.0,0.00909090909090909,9.0,15,1.5474316360302376,0.6131386861313869,0,44.0,95.0,19.0,35.0,48.0,52.0,43.0,28.0,46.0,12.0,9,3,9,84,2,9,9,1
2021-12-04,60,58,33,38,13.533333333333333,0.9666666666666667,0.55,0.6333333333333333,220.85714285714286,190.35714285714286,169.36666666666667,203.71428571428572,177.57142857142858,160.06666666666666,115.42857142857143,100.5,92.46666666666667,140.71428571428572,122.07142857142857,111.63333333333334,13.233963994597392,13.148317087094897,13.281887300635129,-0.5620437956204379,-0.4642857142857143,-0.3939393939393939,-0.9793484886509131,440,5.514175947287404,812,194.0,0.23891625615763548,1073.5714285714287,5.935451107944725,0.0,0.0,8.714285714285714,10,1.609478965477756,0.55,0,24.0,41.0,11.0,6.0,24.0,23.0,19.0,13.0,27.0,6.0,5,3,4,33,1,3,6,2
2021-12-05,34,31,17,20,13.205882352941176,0.9117647058823529,0.5,0.5882352941176471,220.14285714285714,190.21428571428572,164.53333333333333,202.85714285714286,177.35714285714286,155.23333333333332,115.14285714285714,100.57142857142857,89.9,140.14285714285714,122.14285714285714,108.4,13.226745722673241,13.196753128177997,13.291729561561848,-0.43333333333333335,-0.1282051282051282,-0.05555555555555558,-1.142430947860135,274,5.197827089473565,449,110.0,0.24498886414253898,1068.857142857143,5.916523290991954,2.0,0.0072992700729927005,8.571428571428571,11,1.836956541670703,0.4411764705882353,0,18.0,19.0,5.0,7.0,21.0,5.0,4.0,7.0,16.0,8.0,2,1,3,15,1,1,6,1
2021-12-06,174,168,92,112,13.25287356321839,0.9655172413793104,0.5287356321839081,0.6436781609195402,219.85714285714286,190.07142857142858,168.26666666666668,202.71428571428572,177.35714285714286,158.83333333333334,113.71428571428571,100.28571428571429,92.13333333333334,138.14285714285714,121.64285714285714,111.03333333333333,13.19306532261353,13.218062278797493,13.251233949152997,4.117647058823529,-0.011363636363636354,-0.011363636363636354,0.05088753833022605,1030,6.092958271851099,2306,535.0,0.23200346921075454,1067.857142857143,5.923386119873542,10.0,0.009708737864077669,9.071428571428571,15,1.6724025593496807,0.5747126436781609,0,59.0,117.0,20.0,37.0,74.0,65.0,49.0,36.0,62.0,16.0,7,4,18,100,7,9,10,3
2021-12-07,147,143,85,102,12.73469387755102,0.9727891156462585,0.5782312925170068,0.6938775510204082,203.71428571428572,186.92857142857142,171.83333333333334,191.14285714285714,174.64285714285714,162.5,106.85714285714286,99.0,94.16666666666667,128.85714285714286,120.57142857142857,113.6,13.182087524901037,13.212948789871632,13.249890411738031,-0.15517241379310343,-0.4346153846153846,-0.23036649214659688,-0.22531354147231503,860,5.923256339745709,1872,451.0,0.24091880341880342,1002.7142857142857,5.885851838229334,3.0,0.0034883720930232558,9.071428571428571,14,1.7493299229957329,0.5306122448979592,0,54.0,104.0,24.0,26.0,56.0,42.0,34.0,38.0,59.0,14.0,13,8,9,78,3,7,14,2
2021-12-08,203,198,114,131,13.133004926108374,0.9753694581280788,0.5615763546798029,0.645320197044335,138.42857142857142,186.28571428571428,172.76666666666668,134.57142857142858,173.85714285714286,163.5,78.0,98.78571428571429,94.66666666666667,93.28571428571429,119.92857142857143,113.56666666666666,13.267754895297472,13.214025961143522,13.250323909274977,0.38095238095238093,-0.6924242424242424,-0.04245283018867929,0.27395660914348263,1128,6.097621264987807,2666,632.0,0.23705926481620404,829.1428571428571,5.850576947325531,7.0,0.0062056737588652485,9.0,16,1.8751580050240648,0.5024630541871922,0,63.0,139.0,21.0,46.0,80.0,67.0,73.0,43.0,76.0,24.0,10,13,19,102,9,10,15,3
2021-12-09,195,185,104,132,13.512820512820513,0.9487179487179487,0.5333333333333333,0.676923076923077,135.71428571428572,185.35714285714286,173.16666666666666,131.14285714285714,173.35714285714286,163.76666666666668,75.42857142857143,98.28571428571429,94.43333333333334,90.0,119.35714285714286,113.7,13.248224581374634,13.247221931839492,13.24137056753475,-0.039408866995073843,-0.08878504672897192,-0.0625,0.19773667125992248,1155,6.139063477379211,2635,610.0,0.2314990512333966,823.8571428571429,5.85285152522616,11.0,0.009523809523809525,8.928571428571429,17,1.7906491257303425,0.5230769230769231,0,78.0,135.0,18.0,36.0,90.0,63.0,52.0,38.0,74.0,26.0,8,12,13,102,3,15,21,4
2021-12-10,179,166,99,120,12.916201117318435,0.9273743016759777,0.553072625698324,0.6703910614525139,141.71428571428572,185.0,173.33333333333334,135.57142857142858,173.0,163.73333333333332,77.71428571428571,98.28571428571429,94.3,93.57142857142857,119.57142857142857,113.53333333333333,13.184115669041606,13.222602756989568,13.226316735046897,-0.08205128205128209,0.3065693430656935,-0.02717391304347827,0.05131868812633781,1003,6.0726513069592185,2312,531.0,0.2296712802768166,841.4285714285714,5.862507671097716,15.0,0.014955134596211365,9.714285714285714,14,1.8658291049208444,0.44692737430167595,0,47.0,116.0,24.0,35.0,63.0,64.0,61.0,40.0,63.0,18.0,12,8,21,80,5,20,17,2
2021-12-11,73,67,42,49,14.232876712328768,0.9178082191780822,0.5753424657534246,0.6712328767123288,143.57142857142858,182.21428571428572,169.3,136.85714285714286,170.28571428571428,159.76666666666668,79.0,97.21428571428571,91.93333333333334,95.14285714285714,117.92857142857143,110.86666666666666,13.284050437469526,13.259007216033462,13.266553518928646,-0.5921787709497206,0.21666666666666656,-0.3482142857142857,-0.8614065501697958,497,5.5130103985707155,1039,272.0,0.26179018286814243,849.5714285714286,5.862341164138188,3.0,0.006036217303822937,9.714285714285714,10,1.5839257849336026,0.5342465753424658,0,39.0,59.0,14.0,12.0,44.0,27.0,20.0,18.0,29.0,10.0,8,5,1,39,0,7,7,2
2021-12-12,24,22,9,12,12.625,0.9166666666666666,0.375,0.5,142.14285714285714,181.14285714285714,164.76666666666668,135.57142857142858,169.21428571428572,155.23333333333332,77.85714285714286,96.5,88.9,94.0,117.07142857142857,107.53333333333333,13.201067244192213,13.213906483432726,13.242595185595313,-0.6712328767123288,-0.2941176470588235,-0.3846153846153846,-1.226230537454023,198,4.9727151084370345,303,73.0,0.24092409240924093,838.7142857142857,5.830182309704399,4.0,0.020202020202020204,9.857142857142858,7,1.652294749656674,0.4166666666666667,0,7.0,15.0,3.0,2.0,10.0,10.0,10.0,5.0,8.0,3.0,2,0,5,10,0,2,2,2
2021-12-13,186,175,113,128,12.827956989247312,0.9408602150537635,0.6075268817204301,0.6881720430107527,143.85714285714286,181.85714285714286,168.13333333333333,136.57142857142858,169.64285714285714,158.33333333333334,80.85714285714286,97.28571428571429,91.2,96.28571428571429,117.21428571428571,109.73333333333333,13.140364876482058,13.166715099547796,13.201566300923163,6.75,0.06896551724137923,0.05681818181818188,0.15688347232000752,1021,6.018274597957399,2386,565.0,0.23679798826487847,837.4285714285714,5.819513213433871,8.0,0.007835455435847209,9.785714285714286,17,1.9422208213076753,0.478494623655914,0,62.0,119.0,27.0,30.0,82.0,55.0,50.0,42.0,70.0,28.0,18,5,12,89,6,16,14,3
2021-12-14,157,151,87,104,13.140127388535031,0.9617834394904459,0.554140127388535,0.6624203821656051,145.28571428571428,174.5,172.26666666666668,137.71428571428572,164.42857142857142,162.36666666666667,81.14285714285714,94.0,93.46666666666667,96.57142857142857,112.71428571428571,112.46666666666667,13.198283949479775,13.190185737190406,13.20320691084403,-0.15591397849462363,0.06802721088435382,-0.3961538461538462,-0.13738636920063843,887,5.9075832638226755,2063,507.0,0.245758603974794,841.2857142857143,5.817274202587723,5.0,0.005636978579481398,9.357142857142858,15,1.8233223335437803,0.49044585987261147,0,56.0,108.0,27.0,43.0,73.0,54.0,44.0,32.0,52.0,18.0,15,7,11,77,3,14,15,1
2021-12-15,226,208,113,136,12.849557522123893,0.9203539823008849,0.5,0.6017699115044248,148.57142857142858,143.5,172.16666666666666,139.14285714285714,136.85714285714286,162.73333333333332,81.0,79.5,93.33333333333333,97.28571428571429,95.28571428571429,112.43333333333334,13.15779146319628,13.212773179246875,13.190331899572758,0.4394904458598725,0.11330049261083741,-0.6575757575757576,0.4846689729422496,1157,6.07298564701028,2904,692.0,0.23829201101928374,845.4285714285714,5.813754828590933,10.0,0.00864304235090752,7.357142857142857,12,1.8117521455861385,0.48672566371681414,0,68.0,149.0,37.0,42.0,94.0,72.0,65.0,54.0,83.0,28.0,17,12,15,110,7,18,23,10
2021-12-16,211,203,100,122,13.075829383886257,0.9620853080568721,0.47393364928909953,0.5781990521327014,150.85714285714286,143.28571428571428,173.06666666666666,141.71428571428572,136.42857142857142,163.4,80.42857142857143,77.92857142857143,92.73333333333333,95.85714285714286,92.92857142857143,112.2,13.095364159062813,13.171794370218723,13.190504473238532,-0.0663716814159292,0.08205128205128198,-0.014018691588784993,0.3409008026450728,1136,6.122087653100426,2759,642.0,0.2326930047118521,842.7142857142857,5.811329710836821,10.0,0.008802816901408451,6.857142857142857,13,1.8239949389162708,0.47393364928909953,0,71.0,128.0,25.0,48.0,96.0,52.0,48.0,52.0,84.0,38.0,9,11,10,100,7,23,27,9
2021-12-17,150,147,81,97,13.313333333333333,0.98,0.54,0.6466666666666666,146.71428571428572,144.21428571428572,170.9,139.0,137.28571428571428,161.23333333333332,77.85714285714286,77.78571428571429,91.4,92.57142857142857,93.07142857142857,110.56666666666666,13.152097332779226,13.168106500910415,13.204359770396156,-0.2890995260663507,-0.16201117318435754,0.0948905109489051,-0.1881715667885318,884,5.918809299575462,1997,488.0,0.2443665498247371,825.7142857142857,5.78935228121057,7.0,0.007918552036199095,6.785714285714286,14,1.6836113161055544,0.56,0,59.0,102.0,31.0,34.0,69.0,57.0,52.0,26.0,45.0,13.0,10,9,5,84,3,11,13,4
2021-12-18,58,53,27,29,12.810344827586206,0.9137931034482759,0.46551724137931033,0.5,144.57142857142858,144.07142857142858,166.33333333333334,137.0,136.92857142857142,156.7,75.71428571428571,77.35714285714286,88.43333333333334,89.71428571428571,92.42857142857143,106.73333333333333,12.948878492101718,13.116464464785622,13.174619127896891,-0.6133333333333333,-0.20547945205479456,-0.033333333333333326,-0.9605107694292028,409,5.450008158507092,743,184.0,0.24764468371467024,813.1428571428571,5.7803519612014815,1.0,0.0024449877750611247,6.857142857142857,10,1.722147715159971,0.43103448275862066,0,19.0,37.0,8.0,8.0,33.0,15.0,14.0,13.0,27.0,10.0,3,3,4,25,0,11,8,1
2021-12-19,20,20,11,12,12.05,1.0,0.55,0.6,144.0,143.07142857142858,160.03333333333333,136.71428571428572,136.14285714285714,150.53333333333333,76.0,76.92857142857143,84.86666666666666,89.71428571428571,91.85714285714286,102.46666666666667,12.866735634958863,13.033901439575539,13.125568091214275,-0.6551724137931034,-0.16666666666666663,-0.4117647058823529,-1.2126773006240936,163,4.812637462276167,241,59.0,0.24481327800829875,808.1428571428571,5.757483726035644,1.0,0.006134969325153374,6.785714285714286,9,1.6075751554588926,0.55,0,8.0,13.0,2.0,3.0,10.0,5.0,4.0,5.0,6.0,3.0,1,0,1,11,0,1,2,0
2021-12-20,200,189,103,119,13.77,0.945,0.515,0.595,146.0,144.92857142857142,163.4,138.71428571428572,137.64285714285714,153.73333333333332,74.57142857142857,77.71428571428571,86.8,88.42857142857143,92.35714285714286,104.46666666666667,13.001313207923532,13.070839042202795,13.11756472421091,9.0,0.07526881720430101,0.14942528735632177,0.3179352078578939,1150,6.0787628847493815,2754,675.0,0.24509803921568626,826.5714285714286,5.766124909863069,10.0,0.008695652173913044,6.785714285714286,14,1.7242649893411732,0.52,0,97.0,143.0,27.0,45.0,101.0,57.0,47.0,45.0,79.0,34.0,9,10,15,104,3,22,20,1
2021-12-21,201,189,116,142,12.800995024875622,0.9402985074626866,0.5771144278606966,0.7064676616915423,152.28571428571428,148.78571428571428,168.9,144.14285714285714,140.92857142857142,158.9,78.71428571428571,79.92857142857143,90.13333333333334,93.85714285714286,95.21428571428571,108.56666666666666,12.95286572740076,13.075574838440266,13.126671965780838,0.004999999999999893,0.28025477707006363,0.36734693877551017,0.2845284436917635,1100,6.112136283279474,2573,591.0,0.2296929654100272,857.0,5.7953467697854695,13.0,0.011818181818181818,7.5,12,1.8050151435646162,0.46766169154228854,0,58.0,133.0,24.0,38.0,82.0,54.0,47.0,48.0,76.0,31.0,16,11,20,94,2,16,23,6
2021-12-22,192,182,95,114,13.338541666666666,0.9479166666666666,0.4947916666666667,0.59375,147.42857142857142,148.0,169.43333333333334,140.42857142857142,139.78571428571428,159.36666666666667,76.14285714285714,78.57142857142857,90.1,90.71428571428571,94.0,108.4,13.022720605192585,13.09025603419443,13.139471839518212,-0.04477611940298509,-0.1504424778761062,-0.054187192118226646,0.1999025343707715,1117,6.143303451171022,2561,543.0,0.21202655212807497,851.2857142857143,5.805392170379861,6.0,0.005371530886302597,7.428571428571429,14,1.7678929888579635,0.5104166666666666,0,76.0,109.0,16.0,31.0,100.0,53.0,39.0,34.0,63.0,22.0,7,5,18,98,13,21,11,4
2021-12-23,216,205,118,139,13.25462962962963,0.9490740740740741,0.5462962962962963,0.6435185185185185,148.14285714285714,149.5,170.26666666666668,140.71428571428572,141.21428571428572,160.16666666666666,78.71428571428571,79.57142857142857,90.6,93.14285714285714,94.5,109.13333333333334,13.048263497441638,13.071813828252226,13.154416736422096,0.125,0.023696682464454888,0.10769230769230775,0.4042315521359202,1189,6.104818560288225,2863,690.0,0.24100593782745372,858.8571428571429,5.802925157120975,16.0,0.01345668629100084,7.785714285714286,14,1.7214160206813636,0.5092592592592593,0,77.0,158.0,30.0,39.0,87.0,70.0,64.0,58.0,81.0,26.0,16,10,28,110,5,12,19,4
2021-12-24,121,114,67,79,13.859504132231406,0.9421487603305785,0.5537190082644629,0.6528925619834711,144.0,145.35714285714286,167.23333333333332,136.0,137.5,157.0,76.71428571428571,77.28571428571429,88.93333333333334,90.57142857142857,91.57142857142857,107.1,13.126287897284218,13.139192615031723,13.17913605655308,-0.43981481481481477,-0.19333333333333336,-0.3240223463687151,-0.4084332710931631,799,5.933787282016187,1677,387.0,0.23076923076923078,846.7142857142857,5.805064868898221,10.0,0.012515644555694618,7.428571428571429,13,1.8126996484681424,0.48760330578512395,0,43.0,84.0,19.0,22.0,55.0,29.0,26.0,30.0,58.0,21.0,7,4,12,59,4,9,13,5
2021-12-25,32,24,14,16,12.40625,0.75,0.4375,0.5,140.28571428571428,142.42857142857142,161.36666666666667,131.85714285714286,134.42857142857142,151.4,74.85714285714286,75.28571428571429,85.7,88.71428571428571,89.21428571428571,102.96666666666667,13.068560064771903,13.00871927843681,13.15774182578385,-0.7355371900826446,-0.4482758620689655,-0.5616438356164384,-1.120349644481694,258,5.19340374576743,397,89.0,0.22418136020151133,825.1428571428571,5.768407095649699,0.0,0.0,7.214285714285714,9,1.7258819177025235,0.4375,0,10.0,17.0,2.0,1.0,17.0,6.0,5.0,7.0,16.0,8.0,1,1,2,14,0,3,6,3
2021-12-26,31,28,13,17,13.161290322580646,0.9032258064516129,0.41935483870967744,0.5483870967741935,141.85714285714286,142.92857142857142,156.26666666666668,133.0,134.85714285714286,146.63333333333333,75.14285714285714,75.57142857142857,82.83333333333333,89.42857142857143,89.57142857142857,99.63333333333334,13.227315825140566,13.047025730049713,13.154422517695957,-0.03125,0.55,0.29166666666666674,-1.0641556643700107,252,5.143649782430936,408,97.0,0.23774509803921567,837.8571428571429,5.815694569957522,1.0,0.003968253968253968,7.0,9,1.6717668420470364,0.45161290322580644,0,15.0,18.0,2.0,3.0,21.0,7.0,5.0,8.0,11.0,7.0,0,1,1,14,2,6,4,1
2021-12-27,128,119,67,79,12.84375,0.9296875,0.5234375,0.6171875,131.57142857142858,138.78571428571428,156.8,123.0,130.85714285714286,147.1,70.0,72.28571428571429,83.16666666666667,83.71428571428571,86.07142857142857,99.86666666666666,13.094994396569138,13.048153802246334,13.125107041505482,3.129032258064516,-0.36,-0.31182795698924726,-0.24500427662383742,777,5.909019782493528,1644,351.0,0.21350364963503649,784.5714285714286,5.791445555349543,6.0,0.007722007722007722,6.857142857142857,15,1.9844343466549101,0.4296875,0,52.0,62.0,13.0,17.0,72.0,22.0,16.0,28.0,47.0,22.0,7,6,7,55,4,11,20,4
2021-12-28,143,124,63,79,13.671328671328672,0.8671328671328671,0.4405594405594406,0.5524475524475524,123.28571428571429,137.78571428571428,160.26666666666668,113.71428571428571,128.92857142857142,150.0,62.42857142857143,70.57142857142857,84.63333333333334,74.71428571428571,84.28571428571429,101.7,13.219327774633859,13.08609675101731,13.138937655336095,0.1171875,-0.2885572139303483,-0.08917197452229297,-0.14944298555812954,895,5.9645685237650925,1955,437.0,0.2235294117647059,755.2857142857143,5.770364446847488,2.0,0.0022346368715083797,6.642857142857143,16,1.822152202763217,0.45454545454545453,0,68.0,80.0,17.0,21.0,92.0,33.0,25.0,27.0,46.0,28.0,6,2,11,65,6,11,28,4
2021-12-29,123,111,66,74,13.121951219512194,0.9024390243902439,0.5365853658536586,0.6016260162601627,113.42857142857143,130.42857142857142,158.5,103.57142857142857,122.0,148.06666666666666,58.285714285714285,67.21428571428571,83.43333333333334,69.0,79.85714285714286,99.96666666666667,13.18838628218322,13.105553443687901,13.126714817198623,-0.1398601398601399,-0.359375,-0.4557522123893806,-0.30685138526515504,784,5.943278905776617,1614,346.0,0.21437422552664187,707.7142857142857,5.741789511791146,4.0,0.00510204081632653,6.214285714285714,15,1.8995139292200467,0.45528455284552843,0,48.0,66.0,12.0,17.0,68.0,31.0,20.0,18.0,42.0,24.0,4,4,6,56,6,18,14,3
2021-12-30,161,137,68,82,12.670807453416149,0.8509316770186336,0.422360248447205,0.5093167701863354,105.57142857142857,126.85714285714286,155.2,93.85714285714286,117.28571428571429,145.16666666666666,51.142857142857146,64.92857142857143,81.26666666666667,60.857142857142854,77.0,97.13333333333334,13.104983114152725,13.076623305797181,13.122023783594546,0.3089430894308942,-0.25462962962962965,-0.23696682464454977,0.0508100691923687,950,6.036710517461119,2040,460.0,0.22549019607843138,673.5714285714286,5.732059791387273,13.0,0.01368421052631579,6.428571428571429,12,1.899710320271283,0.42857142857142855,0,61.0,93.0,14.0,21.0,84.0,38.0,28.0,32.0,59.0,30.0,5,7,13,69,6,11,28,8
2021-12-31,125,80,47,52,12.824,0.64,0.376,0.416,106.14285714285714,125.07142857142857,137.36666666666667,89.0,112.5,128.03333333333333,48.285714285714285,62.5,72.3,57.0,73.78571428571429,86.2,12.95705395240538,13.0416709248448,13.131712672483436,-0.22360248447204967,0.03305785123966931,-0.16666666666666663,-0.18972653955064617,747,5.84981281335138,1603,363.0,0.2264504054897068,666.1428571428571,5.720063438720872,3.0,0.004016064257028112,6.142857142857143,11,1.791649556265106,0.312,0,45.0,66.0,9.0,14.0,62.0,19.0,14.0,33.0,73.0,28.0,5,6,4,39,3,17,39,8
2022-01-01,138,116,69,78,11.971014492753623,0.8405797101449275,0.5,0.5652173913043478,121.28571428571429,130.78571428571428,134.83333333333334,102.14285714285714,117.0,124.93333333333334,56.142857142857146,65.5,70.53333333333333,65.85714285714286,77.28571428571429,83.63333333333334,12.894877451370183,12.981718758071043,13.075762065232542,0.10400000000000009,3.3125,1.3793103448275863,0.04978105185486945,679,5.654557933086162,1652,430.0,0.2602905569007264,726.2857142857143,5.785942608337833,9.0,0.013254786450662739,6.714285714285714,11,1.8895984067846936,0.3695652173913043,0,58.0,84.0,24.0,23.0,69.0,29.0,19.0,34.0,64.0,26.0,8,5,10,51,0,20,26,4
2022-01-02,37,35,14,16,11.72972972972973,0.9459459459459459,0.3783783783783784,0.43243243243243246,122.14285714285714,132.0,131.5,103.14285714285714,118.07142857142857,121.6,56.285714285714285,65.71428571428571,68.23333333333333,65.71428571428571,77.57142857142857,81.0,12.690368795248622,12.958842310194596,13.021254272768546,-0.7318840579710144,0.19354838709677424,0.8500000000000001,-1.4321058812045835,280,5.261487011326713,434,100.0,0.2304147465437788,730.2857142857143,5.802776498180087,1.0,0.0035714285714285713,6.714285714285714,7,1.647737994029209,0.32432432432432434,0,10.0,22.0,4.0,9.0,15.0,5.0,4.0,7.0,16.0,8.0,3,2,4,12,0,2,12,0
2022-01-03,166,166,104,114,12.55421686746988,1.0,0.6265060240963856,0.6867469879518072,127.57142857142857,129.57142857142858,135.03333333333333,109.85714285714286,116.42857142857143,125.2,61.57142857142857,65.78571428571429,70.6,70.71428571428571,77.21428571428571,83.53333333333333,12.649006919172892,12.872000657871014,12.988617057239765,3.486486486486487,0.296875,-0.17000000000000004,0.4771997164885315,907,6.006003594738072,2084,468.0,0.22456813819577734,748.8571428571429,5.816631328500736,4.0,0.004410143329658214,6.285714285714286,14,1.5613986683011654,0.5963855421686747,0,55.0,99.0,26.0,25.0,60.0,52.0,42.0,35.0,58.0,16.0,17,7,13,99,4,7,5,4
2022-01-04,179,171,96,119,12.670391061452515,0.9553072625698324,0.5363128491620112,0.664804469273743,132.71428571428572,128.0,139.86666666666667,116.57142857142857,115.14285714285714,129.86666666666667,66.28571428571429,64.35714285714286,73.23333333333333,76.42857142857143,75.57142857142857,86.83333333333333,12.506015832047726,12.862671803340794,12.970767347523473,0.07831325301204828,0.25174825174825166,-0.1094527363184079,0.625685091806225,1016,6.083371618900942,2268,492.0,0.21693121693121692,766.1428571428571,5.83360319923443,11.0,0.010826771653543307,6.142857142857143,13,1.8006778447827432,0.48044692737430167,0,57.0,101.0,20.0,24.0,75.0,50.0,41.0,40.0,65.0,19.0,15,7,20,86,7,12,18,3
2022-01-05,186,180,105,127,13.096774193548388,0.967741935483871,0.5645161290322581,0.6827956989247311,141.71428571428572,127.57142857142857,140.26666666666668,126.42857142857143,115.0,130.26666666666668,71.85714285714286,65.07142857142857,73.66666666666667,84.0,76.5,87.33333333333333,12.502419114052897,12.845402698118061,12.965564035201142,0.03910614525139655,0.5121951219512195,-0.03125,0.7282418953436627,1046,6.044265372186376,2436,558.0,0.229064039408867,803.5714285714286,5.848029837292965,7.0,0.006692160611854685,6.214285714285714,14,1.5799908480002476,0.5967741935483871,0,62.0,128.0,20.0,38.0,80.0,62.0,49.0,33.0,62.0,24.0,13,5,9,111,12,11,11,4
2022-01-06,162,159,102,118,13.493827160493828,0.9814814814814815,0.6296296296296297,0.7283950617283951,141.85714285714286,123.71428571428571,140.76666666666668,129.57142857142858,111.71428571428571,130.8,76.71428571428571,63.92857142857143,74.23333333333333,89.14285714285714,75.0,87.86666666666666,12.619993357921137,12.86248823603693,12.990868477965902,-0.12903225806451613,0.006211180124223503,-0.25,0.3375144832644119,956,6.034686608452046,2186,481.0,0.2200365965233303,804.4285714285714,5.847740707434527,9.0,0.009414225941422594,5.714285714285714,12,1.404657362184645,0.6419753086419753,0,58.0,108.0,26.0,33.0,71.0,52.0,41.0,25.0,45.0,22.0,11,7,12,104,5,5,10,1
2022-01-07,200,180,108,128,12.995,0.9,0.54,0.64,152.57142857142858,129.35714285714286,140.66666666666666,143.85714285714286,116.42857142857143,130.2,85.42857142857143,66.85714285714286,74.03333333333333,100.0,78.5,87.76666666666667,12.644421929349708,12.800737940877545,12.98626831376229,0.23456790123456783,0.6000000000000001,0.6528925619834711,0.944584896524624,1138,6.1997850338829945,2599,549.0,0.21123509041939206,860.2857142857143,5.897736738939043,14.0,0.012302284710017574,6.0,13,1.599269183205232,0.55,0,66.0,114.0,24.0,40.0,86.0,51.0,44.0,34.0,63.0,27.0,9,13,14,110,2,21,20,2
2022-01-08,70,66,36,47,12.114285714285714,0.9428571428571428,0.5142857142857142,0.6714285714285714,142.85714285714286,132.07142857142858,136.5,136.71428571428572,119.42857142857143,126.23333333333333,80.71428571428571,68.42857142857143,71.76666666666667,95.57142857142857,80.71428571428571,84.93333333333334,12.664889246711438,12.77988334904081,12.939650487144462,-0.65,-0.49275362318840576,1.1875,-1.0519417650755043,476,5.6647033130142015,848,181.0,0.2134433962264151,831.2857142857143,5.899186078928764,5.0,0.01050420168067227,6.357142857142857,14,1.9157141350572107,0.4714285714285714,0,27.0,31.0,5.0,11.0,34.0,11.0,10.0,16.0,26.0,10.0,5,1,4,33,2,8,6,2
2022-01-09,31,28,10,18,13.516129032258064,0.9032258064516129,0.3225806451612903,0.5806451612903226,142.0,132.07142857142858,131.56666666666666,135.71428571428572,119.42857142857143,121.63333333333334,80.14285714285714,68.21428571428571,68.8,95.85714285714286,80.78571428571429,81.53333333333333,12.920089147072629,12.805228971160627,12.959648084309118,-0.5571428571428572,-0.16216216216216217,0.0,-1.536707563534135,274,5.254253340858345,419,96.0,0.22911694510739858,830.4285714285714,5.898152697433282,5.0,0.01824817518248175,6.642857142857143,10,1.759969205270113,0.4838709677419355,0,9.0,20.0,3.0,6.0,18.0,9.0,6.0,7.0,14.0,4.0,1,3,3,15,2,1,3,0
