date,daily_pubs,core_count,award_count,funder_count,avg_num_keywords,core_share,award_share,funder_share,daily_pubs_7d_avg,daily_pubs_14d_avg,daily_pubs_30d_avg,core_count_7d_avg,core_count_14d_avg,core_count_30d_avg,award_count_7d_avg,award_count_14d_avg,award_count_30d_avg,funder_count_7d_avg,funder_count_14d_avg,funder_count_30d_avg,avg_num_keywords_7d_avg,avg_num_keywords_14d_avg,avg_num_keywords_30d_avg,daily_pubs_growth_1d,daily_pubs_growth_7d,daily_pubs_growth_14d,daily_pubs_zscore_30d,unique_keywords,keyword_entropy,total_keyword_mentions,top10_keyword_mentions,top10_keyword_concentration,unique_keywords_7d_avg,keyword_entropy_7d_avg,new_keyword_count,new_keyword_share,new_keyword_count_14d_avg,unique_subfields,subfield_entropy,dominant_subfield_share,dominant_subfield_changed,kw_count__biochemistry,kw_count__biology,kw_count__cancer-research,kw_count__cell-biology,kw_count__chemistry,kw_count__gene,kw_count__genetics,kw_count__internal-medicine,kw_count__medicine,kw_count__pharmacology,sf_count__1306.0,sf_count__1307.0,sf_count__1311.0,sf_count__1312.0,sf_count__1313.0,sf_count__3003.0,sf_count__3004.0,sf_count__3005.0
2020-01-11,70,68,37,49,14.3,0.9714285714285714,0.5285714285714286,0.7,174.14285714285714,167.54545454545453,167.54545454545453,170.42857142857142,160.9090909090909,160.9090909090909,101.28571428571429,92.72727272727273,92.72727272727273,126.71428571428571,115.9090909090909,115.9090909090909,13.626388592836397,13.54592587406459,13.54592587406459,-0.7131147540983607,0.627906976744186,0.0,-1.2929005873255948,547,5.706197123362667,1001,240.0,0.23976023976023977,992.2857142857143,5.936738815653551,114.0,0.20840950639853748,446.1818181818182,12,1.8567876020860237,0.44285714285714284,0,28.0,51.0,13.0,16.0,34.0,25.0,21.0,18.0,27.0,7.0,7,2,9,31,1,6,6,3
2020-01-12,33,32,17,22,12.787878787878787,0.9696969696969697,0.5151515151515151,0.6666666666666666,173.14285714285714,156.33333333333334,156.33333333333334,169.28571428571428,150.16666666666666,150.16666666666666,99.57142857142857,86.41666666666667,86.41666666666667,125.28571428571429,108.08333333333333,108.08333333333333,13.560371276819081,13.482755283549109,13.482755283549109,-0.5285714285714286,-0.17500000000000004,0.0,-1.5180453329812946,271,5.213399341129447,422,104.0,0.24644549763033174,984.7142857142857,5.918984271994044,53.0,0.19557195571955718,413.4166666666667,8,1.3070306718025038,0.6363636363636364,0,10.0,23.0,5.0,6.0,12.0,10.0,10.0,11.0,16.0,1.0,1,1,4,21,1,1,2,0
2020-01-13,264,261,164,195,13.333333333333334,0.9886363636363636,0.6212121212121212,0.7386363636363636,183.57142857142858,164.6153846153846,164.6153846153846,179.57142857142858,158.69230769230768,158.69230769230768,106.57142857142857,92.38461538461539,92.38461538461539,134.57142857142858,114.76923076923077,114.76923076923077,13.513749486741792,13.471261287378663,13.471261287378663,7.0,0.38219895287958106,0.0,1.1950582326977397,1329,6.088768803951331,3520,902.0,0.25625,1018.5714285714286,5.931020033321117,380.0,0.28592927012791575,410.84615384615387,15,1.7252748868648766,0.5416666666666666,0,102.0,206.0,55.0,71.0,113.0,99.0,96.0,53.0,86.0,21.0,30,16,19,143,8,12,9,2
2020-01-14,235,230,130,171,13.540425531914893,0.9787234042553191,0.5531914893617021,0.7276595744680852,180.28571428571428,169.64285714285714,169.64285714285714,176.28571428571428,163.78571428571428,163.78571428571428,103.57142857142857,95.07142857142857,95.07142857142857,131.28571428571428,118.78571428571429,118.78571428571429,13.494607619208043,13.476201590559823,13.476201590559823,-0.10984848484848486,-0.08914728682170547,0.0,0.7954630295777761,1263,6.08401551637714,3182,807.0,0.2536140791954745,1006.8571428571429,5.917715404097366,289.0,0.2288202692003167,402.14285714285717,14,1.6271339906059725,0.5787234042553191,0,83.0,179.0,47.0,58.0,93.0,104.0,89.0,53.0,77.0,24.0,21,13,17,136,8,11,9,6
2020-01-15,210,196,118,143,13.861904761904762,0.9333333333333333,0.5619047619047619,0.680952380952381,178.71428571428572,169.64285714285714,172.33333333333334,173.42857142857142,165.57142857142858,165.93333333333334,103.57142857142857,97.78571428571429,96.6,129.71428571428572,121.85714285714286,120.4,13.562145403552549,13.581983903484993,13.501915135316152,-0.1063829787234043,-0.04977375565610864,0.0,0.4707614169433826,1188,6.075278642456102,2911,708.0,0.2432153899003779,995.0,5.898549802965659,282.0,0.23737373737373738,350.5,15,1.785130547346778,0.49523809523809526,0,83.0,151.0,42.0,43.0,100.0,65.0,57.0,49.0,86.0,32.0,30,11,12,104,5,14,16,3
2020-01-16,233,227,125,162,13.944206008583691,0.9742489270386266,0.5364806866952789,0.6952789699570815,184.14285714285714,171.71428571428572,176.125,178.28571428571428,167.5,169.75,104.0,99.0,98.375,131.57142857142858,123.42857142857143,123.0,13.582746261921647,13.600757722025284,13.529558314895374,0.10952380952380958,0.19487179487179485,0.14215686274509798,0.7212968879148742,1329,6.207137570433955,3249,761.0,0.2342259156663589,1028.0,5.922402168914805,320.0,0.24078254326561324,313.35714285714283,16,1.8400103346245802,0.5107296137339056,0,79.0,162.0,40.0,52.0,98.0,82.0,74.0,59.0,89.0,26.0,19,15,21,119,7,9,15,8
2020-01-17,200,195,122,157,13.43,0.975,0.61,0.785,177.85714285714286,174.07142857142858,177.52941176470588,172.71428571428572,169.78571428571428,171.23529411764707,101.85714285714286,100.85714285714286,99.76470588235294,128.42857142857142,126.21428571428571,125.0,13.599678346230784,13.63147200773957,13.523701943430938,-0.14163090128755362,-0.180327868852459,0.19760479041916157,0.2929568455021016,1102,6.001904934274121,2686,688.0,0.2561429635145197,1004.1428571428571,5.910957418854966,254.0,0.23049001814882034,298.57142857142856,15,1.8575702092478121,0.445,0,65.0,154.0,32.0,59.0,84.0,93.0,84.0,35.0,65.0,17.0,26,11,27,89,10,12,11,1
2020-01-18,66,66,33,43,14.318181818181818,1.0,0.5,0.6515151515151515,177.28571428571428,175.71428571428572,171.33333333333334,172.42857142857142,171.42857142857142,165.38888888888889,101.28571428571429,101.28571428571429,96.05555555555556,127.57142857142857,127.14285714285714,120.44444444444444,13.602275748828182,13.614332170832293,13.567839714250432,-0.6699999999999999,-0.05714285714285716,0.5348837209302326,-1.3367528297485693,505,5.6139111629191545,945,232.0,0.2455026455026455,998.1428571428571,5.897773710220179,99.0,0.19603960396039605,295.0,8,1.3944830592235398,0.5757575757575758,0,25.0,43.0,13.0,12.0,38.0,17.0,12.0,27.0,36.0,9.0,10,0,4,38,0,6,4,1
2020-01-19,39,38,21,28,12.717948717948717,0.9743589743589743,0.5384615384615384,0.717948717948718,178.14285714285714,175.64285714285714,164.3684210526316,173.28571428571428,171.28571428571428,158.68421052631578,101.85714285714286,100.71428571428571,92.10526315789474,128.42857142857142,126.85714285714286,115.57894736842105,13.592285738838173,13.576328507828629,13.523108609181921,-0.40909090909090906,0.18181818181818188,-0.025000000000000022,-1.5253149980612217,291,5.212905947385115,496,129.0,0.2600806451612903,1001.0,5.89770322539956,43.0,0.14776632302405499,290.14285714285717,9,1.5690431517142203,0.5384615384615384,0,12.0,28.0,10.0,6.0,14.0,15.0,15.0,11.0,16.0,2.0,2,2,4,21,5,2,0,1
2020-01-20,257,254,161,193,13.40466926070039,0.9883268482490273,0.6264591439688716,0.7509727626459144,177.14285714285714,180.35714285714286,169.0,172.28571428571428,175.92857142857142,163.45,101.42857142857143,104.0,95.55,128.14285714285714,131.35714285714286,119.45,13.602476585604895,13.558113036173344,13.517186641757846,5.589743589743589,-0.02651515151515149,0.3455497382198953,1.0651770472697892,1317,6.0979272488023515,3445,893.0,0.2592162554426705,999.2857142857143,5.899011574663992,270.0,0.20501138952164008,276.2857142857143,16,1.6063935127216165,0.5836575875486382,0,105.0,193.0,51.0,73.0,103.0,99.0,83.0,66.0,96.0,24.0,23,15,23,150,2,7,14,3
2020-01-21,300,297,170,221,13.113333333333333,0.99,0.5666666666666667,0.7366666666666667,186.42857142857142,183.35714285714286,175.23809523809524,181.85714285714286,179.07142857142858,169.8095238095238,107.14285714285714,105.35714285714286,99.0952380952381,135.28571428571428,133.28571428571428,124.28571428571429,13.541463414378958,13.518035516793502,13.497955531832867,0.16731517509727634,0.27659574468085113,0.16279069767441867,1.4623764783606406,1458,6.157507761542753,3934,976.0,0.24809354346720894,1027.142857142857,5.909510466830507,303.0,0.20781893004115226,257.57142857142856,14,1.658806136644805,0.57,0,102.0,225.0,38.0,74.0,126.0,118.0,110.0,61.0,96.0,26.0,19,17,26,171,7,21,10,5
2020-01-22,258,254,149,192,13.391472868217054,0.9844961240310077,0.5775193798449613,0.7441860465116279,193.28571428571428,186.0,179.0,190.14285714285714,181.78571428571428,173.63636363636363,111.57142857142857,107.57142857142857,101.36363636363636,142.28571428571428,136.0,127.36363636363636,13.474258858137858,13.518202130845202,13.493115410759422,-0.14,0.22857142857142865,0.16742081447963808,0.9281338692414292,1319,6.100234353031458,3455,879.0,0.25441389290882777,1045.857142857143,5.913075568341273,254.0,0.19257012888551933,242.42857142857142,15,1.8625744375120048,0.4844961240310077,0,95.0,190.0,45.0,68.0,113.0,88.0,83.0,61.0,98.0,38.0,27,19,14,125,6,11,23,1
2020-01-23,259,257,162,201,13.393822393822393,0.9922779922779923,0.6254826254826255,0.7760617760617761,197.0,190.57142857142858,182.47826086956522,194.42857142857142,186.35714285714286,177.2608695652174,116.85714285714286,110.42857142857143,104.0,147.85714285714286,139.71428571428572,130.56521739130434,13.395632627457672,13.48918944468966,13.488798323066508,0.003875968992248069,0.11158798283261806,0.32820512820512815,0.9020632140127558,1342,6.141826532710632,3469,864.0,0.24906313058518306,1047.7142857142858,5.903745420095084,247.0,0.184053651266766,234.35714285714286,16,1.8218869085057254,0.5173745173745173,0,90.0,197.0,38.0,62.0,106.0,94.0,98.0,56.0,94.0,29.0,19,14,28,134,10,15,11,3
2020-01-24,246,244,151,197,13.40650406504065,0.991869918699187,0.6138211382113821,0.8008130081300813,203.57142857142858,190.71428571428572,185.125,201.42857142857142,187.07142857142858,180.04166666666666,121.0,111.42857142857143,105.95833333333333,153.57142857142858,141.0,133.33333333333334,13.39227606532062,13.495977205775702,13.485369395648762,-0.050193050193050204,0.22999999999999998,0.008196721311475308,0.7246325822011497,1324,6.144205956296495,3298,800.0,0.2425712553062462,1079.4285714285713,5.924074137526851,226.0,0.17069486404833836,223.85714285714286,15,1.6215971544687942,0.5813008130081301,0,88.0,168.0,39.0,46.0,112.0,79.0,78.0,64.0,96.0,30.0,15,10,21,143,8,15,15,5
2020-01-25,85,80,45,61,13.588235294117647,0.9411764705882353,0.5294117647058824,0.7176470588235294,206.28571428571428,191.78571428571428,181.12,203.42857142857142,187.92857142857142,176.04,122.71428571428571,112.0,103.52,156.14285714285714,141.85714285714286,130.44,13.287997990454313,13.445136869641248,13.48948403158752,-0.6544715447154472,0.28787878787878785,0.2142857142857142,-1.1359428298367282,633,5.80105784639686,1155,275.0,0.23809523809523808,1097.7142857142858,5.950809378023666,93.0,0.14691943127962084,222.35714285714286,14,1.9244461258615957,0.47058823529411764,0,37.0,58.0,14.0,15.0,44.0,23.0,19.0,20.0,32.0,13.0,4,4,11,40,2,5,6,3
2020-01-26,30,29,18,22,13.766666666666667,0.9666666666666667,0.6,0.7333333333333333,205.0,191.57142857142858,175.30769230769232,202.14285714285714,187.71428571428572,170.3846153846154,122.28571428571429,112.07142857142857,100.23076923076923,155.28571428571428,141.85714285714286,126.26923076923077,13.437814840271162,13.515050289554667,13.500144902167486,-0.6470588235294117,-0.23076923076923073,-0.09090909090909094,-1.652802523615902,292,5.3734224314833146,413,85.0,0.20581113801452786,1097.857142857143,5.9737403043234085,39.0,0.13356164383561644,221.35714285714286,9,1.851475139315527,0.36666666666666664,0,9.0,16.0,2.0,5.0,18.0,6.0,6.0,7.0,11.0,5.0,1,3,6,11,2,3,1,0
2020-01-27,232,229,132,157,13.176724137931034,0.9870689655172413,0.5689655172413793,0.6767241379310345,201.42857142857142,189.28571428571428,177.40740740740742,198.57142857142858,185.42857142857142,172.55555555555554,118.14285714285714,109.78571428571429,101.4074074074074,150.14285714285714,139.14285714285714,127.4074074074074,13.405251251304112,13.503863918454503,13.488166355343914,6.733333333333333,-0.09727626459143968,-0.12121212121212122,0.6279752006943855,1264,6.142421960896243,3057,753.0,0.2463199214916585,1090.2857142857142,5.980096691765394,212.0,0.16772151898734178,209.35714285714286,16,1.7407909360057898,0.5301724137931034,0,84.0,165.0,33.0,56.0,98.0,88.0,72.0,57.0,76.0,24.0,24,13,18,123,7,13,16,4
