ticker,feature,n_obs,best_lag,min_pvalue,best_weekly_lag,min_weekly_pvalue,p_lag_1,p_lag_2,p_lag_3,p_lag_4,p_lag_5,p_lag_6,p_lag_7,p_lag_8,p_lag_9,p_lag_10,p_lag_11,p_lag_12,p_lag_13,p_lag_14,p_lag_15,p_lag_16,p_lag_17,p_lag_18,p_lag_19,p_lag_20,p_lag_21,p_lag_22,p_lag_23,p_lag_24,p_lag_25,p_lag_26,p_lag_27,p_lag_28,p_lag_29,p_lag_30,p_lag_31,p_lag_32,p_lag_33,p_lag_34,p_lag_35,p_lag_36,p_lag_37,p_lag_38,p_lag_39,p_lag_40,fdr_pvalue,weekly_fdr_pvalue
XBI,funder_count_14d_avg,1506,17,0.024660688758367875,15,0.02998046673587248,0.45414010908309255,0.6920966777244238,0.6440420136776676,0.7096700668920064,0.6415556459414128,0.6267720338843077,0.6481346873341829,0.4906125536020296,0.5208199557172926,0.649431931505335,0.09939592632982931,0.058420836886659534,0.031063970841957535,0.027290045009178223,0.02998046673587248,0.04119087138118386,0.024660688758367875,0.03672885586014707,0.0278160068819584,0.03283134981437582,0.044898543023435177,0.0635009757394886,0.06583221321601723,0.08206372747090017,0.09531526578590972,0.11004881235332388,0.1027674206511394,0.11559050269610184,0.15289720631308587,0.16427272042851102,0.14861734875092894,0.07650257870749046,0.07196887163860519,0.09031373215818758,0.06868815761417006,0.0670378758324002,0.0739037223520943,0.0859657308908152,0.08340229032197398,0.07539218578542133,0.10643034095716662,0.14425708689678052
XBI,award_count,1506,1,0.015718856181236463,5,0.03148176427504984,0.015718856181236463,0.051117130068880204,0.02164841907725053,0.04377468566407098,0.03148176427504984,0.04717663144430843,0.08145597370507106,0.12375921694381296,0.1571136637569374,0.13062904259014924,0.18258896665658922,0.27366986925372244,0.35404447832379443,0.4232330409774068,0.4590888309597514,0.4992895780825548,0.5486883298377054,0.5003996143140552,0.556692506132147,0.4605694682653739,0.3351685946293464,0.36324570316426746,0.3342029995152114,0.3738160613569856,0.4030490944866789,0.3890398623551689,0.437677761630817,0.49486255946120594,0.47879693378515686,0.49931017036327185,0.4084653900134902,0.2439119698299307,0.27741213037307616,0.264811998963891,0.2624483931454344,0.3099852155004732,0.32771827540142295,0.380683044726885,0.3268474554598424,0.2767531095772814,0.10643034095716662,0.14425708689678052
XBI,total_keyword_mentions,1506,1,0.022711104559896444,5,0.03211984693293114,0.022711104559896444,0.059156422204180895,0.023230813436814685,0.04675404602600662,0.03211984693293114,0.02855317682830468,0.05359214058477283,0.0863595716585927,0.11367488897555966,0.1226846004673626,0.17031978707353185,0.19702948895234,0.26278330097573266,0.31372661988184863,0.3414703702483141,0.3482994069258259,0.35152764808091574,0.17577922241364272,0.22673363322035284,0.135597901433875,0.12202743745358957,0.14053648206162922,0.14919465680984756,0.18153828853767864,0.19331971827594363,0.2131383871819347,0.2331629934616638,0.22783031755567706,0.20972273321391394,0.19291705647708626,0.16656972853396426,0.11176262995244549,0.1338313991075175,0.1228196578744574,0.13577404141687568,0.15600785033861864,0.17954489314200323,0.2130112758638894,0.16704219778235643,0.12847364078557494,0.10643034095716662,0.14425708689678052
XBI,core_count,1506,3,0.020412630603466275,5,0.03287715836725971,0.022623939330243304,0.059402454360412686,0.020412630603466275,0.04186732501207551,0.03287715836725971,0.026712990015103848,0.05073640942114961,0.08301654979110516,0.10960242192499235,0.11030906067172598,0.15496790826166282,0.19947087897212026,0.2654284242186427,0.3130825363001305,0.33210742985768915,0.3656651590615833,0.36904070069194533,0.19310770202469685,0.2452205162127679,0.16800120023492707,0.14352012776847634,0.16739219237171177,0.16524296776742148,0.19823832560627921,0.19849034551328185,0.2097897066159311,0.24579842937999882,0.2710445044986521,0.24492119433691814,0.22118830515219853,0.18797819022182674,0.13341176250703246,0.15725977453058823,0.1465903056361649,0.1560297459718777,0.1821096752502075,0.2091667633922219,0.23878253007581007,0.17107912415736906,0.12809314968183358,0.10643034095716662,0.14425708689678052
IBB,unique_keywords_7d_avg,1506,4,0.029080709771472812,5,0.03342542257364427,0.9063278541198443,0.04965731982125312,0.07547192286839421,0.029080709771472812,0.03342542257364427,0.07500995341771122,0.13014638187784247,0.1672468000745882,0.24086884188548988,0.13189723880850285,0.07837775622815965,0.09849585322758779,0.10106592934434747,0.12136188406326975,0.1692847898414464,0.1699560419620916,0.20509273698345037,0.23825448635844462,0.26479167479330995,0.2895584826695379,0.29094231412385196,0.3988513032381165,0.5160103351808802,0.5912113790967942,0.5623748128832563,0.5973323372642321,0.6267691131418147,0.6904525693413416,0.7460950617362483,0.7000258033426758,0.7446196811217587,0.7626584808981254,0.7977504045223365,0.8335141250379763,0.7930311503117683,0.8124646272061574,0.854309459480336,0.8681123340260861,0.8692543851170402,0.8995075327460782,0.11066922804583897,0.14425708689678052
XBI,funder_count_30d_avg,1506,27,0.024257824991567773,30,0.03826898859103306,0.6665304367456711,0.25530238677210354,0.412306639462964,0.5057971909741428,0.40060503779059664,0.5254512023430673,0.712243555018089,0.8217245249224299,0.8089726210852415,0.8481131604327283,0.8961788234755479,0.6582546879875415,0.30740766667825575,0.41454040469360626,0.3699510441957483,0.16542256030724017,0.15932570774463609,0.2277909829759788,0.3003108664532936,0.2613632671858322,0.12409624959644477,0.20575767334947817,0.2220378958803944,0.10102488483189156,0.08492436630047795,0.0841021968102117,0.024257824991567773,0.02883898554575271,0.03574489883889812,0.03826898859103306,0.05248006951175921,0.06160710190725247,0.06689689240587572,0.062148361157491394,0.1120693387645878,0.05859822311845044,0.11621818292653299,0.10991351278697258,0.09232900067662592,0.05741852341979731,0.10643034095716662,0.15638483898538924
XBI,award_count_30d_avg,1506,27,0.023141675520079605,30,0.04004977583772164,0.8177533766879522,0.17860976760991912,0.3207955667755305,0.427596798049681,0.48714571266778683,0.6158188112548811,0.7417890426218803,0.8357147813781329,0.810720035416981,0.8504098664569408,0.8930837504359962,0.7896453375750532,0.3895867567614837,0.5055551868522433,0.49064891895211826,0.17458703691666755,0.18713639203870971,0.27130814230628825,0.35293321707229647,0.3568353060239935,0.154911382157035,0.2458395949771842,0.2601803531163737,0.12052876360895737,0.09137550721958126,0.08003611967451169,0.023141675520079605,0.029409013965537415,0.03511579675417554,0.04004977583772164,0.054595997932008804,0.07305811255950331,0.07675703827087399,0.07910751882668339,0.13336729983491238,0.0687627681045583,0.11971090185999042,0.11589851028181043,0.09996661493632791,0.06634666050810839,0.10643034095716662,0.15638483898538924
XBI,daily_pubs_growth_1d,1506,16,0.035450533552807285,40,0.06420000208240116,0.5920115467049076,0.0710003136119246,0.1514675954878416,0.20894420395663443,0.3051965386144014,0.08437055766024987,0.1157342703054339,0.15151023245851433,0.05350374948710775,0.07180965562557892,0.09169364869587376,0.11920426556473811,0.10235532898943654,0.09415890571239313,0.12936878047245626,0.035450533552807285,0.04228106815630717,0.06196989491513403,0.08113599810669571,0.11907014499772076,0.15735217133433635,0.17555938974884785,0.1759172180963803,0.20717979309860177,0.1102970192906024,0.074088896357638,0.09134684056456202,0.09203490385949199,0.11566778074740991,0.08938287947916275,0.053799403167129355,0.05652411892733375,0.07212123833778494,0.06716050075554703,0.08753627121567792,0.05156625990353734,0.08532130579911137,0.048672706296727986,0.07398447983226895,0.06420000208240116,0.12620071520257137,0.23536251453965257
XBI,funder_count,1506,1,0.03693679469343552,5,0.066016315053805,0.03693679469343552,0.10212733153289777,0.05781378127519419,0.10434690284999742,0.066016315053805,0.08203858504506209,0.13879348662832416,0.20426226848090048,0.24696722800734158,0.23032497997696896,0.2964812508431015,0.3717033016157397,0.4634197439190574,0.5175156540411093,0.4893961975553527,0.551713766389054,0.5755178957947554,0.4189841626574283,0.48503274935529583,0.3196232892762381,0.25829149395757206,0.2971817915235788,0.25649951324745834,0.2989301286871125,0.30031628511918984,0.292029823921999,0.3413395042339546,0.39276603580457614,0.3530042362823708,0.3802333866072556,0.2572053991489716,0.1411845112435849,0.16614929859694222,0.15341644087223372,0.1488937936546864,0.1795267931954287,0.20597888370553383,0.24264768854124635,0.18238698566470518,0.12329041153609417,0.12620071520257137,0.23536251453965257
XBI,unique_keywords,1506,1,0.04102557765566089,5,0.07358573558083907,0.04102557765566089,0.09328210296188323,0.04344520901445967,0.08751157464026872,0.07358573558083907,0.06562964774197846,0.11379143932254389,0.17101656389682657,0.16480166866248358,0.14092076163373646,0.19683767834682914,0.25331560697580824,0.3192955441392218,0.35956861071326496,0.39928393118153727,0.3824201447507883,0.39981014125043624,0.2388898811436633,0.29392896591100154,0.23022686512102403,0.19326109674501,0.21603222733360905,0.23865604517821376,0.28397228681930325,0.32023244368772696,0.3320839030465501,0.3774235273134205,0.42301474477717443,0.39480500492028814,0.374682233394721,0.32637101277427877,0.22093779208315673,0.2543748373507745,0.23908974633781402,0.26901163540249023,0.3117300272994423,0.3372874971997422,0.38186489420727526,0.3210000799534266,0.274832509866746,0.1293883602986228,0.25141792990120015
